collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
farm bureau bank,1,0,1,0.0%,0.0%,0.1%,9238,0,9238,0.3%,0.0%,0.4%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
harold evans d/b/a evans motors,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
schutz sawyer m,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
gutwein llp,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
manistee acquisitions llc,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
grassy sprain group inc,1,0,1,0.0%,0.0%,0.1%,33755,0,33755,1.0%,0.0%,1.4%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
regional acceptance copr,1,0,1,0.0%,0.0%,0.1%,14284,0,14284,0.4%,0.0%,0.6%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
board of trustees of the indiana laborers welfare fund,1,0,1,0.0%,0.0%,0.1%,29529,0,29529,0.8%,0.0%,1.3%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
consumer portfolio services inc successor in interest to audubon motors inc.,1,0,1,0.0%,0.0%,0.1%,18895,0,18895,0.5%,0.0%,0.8%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
professional & business collections llc,1,0,1,0.0%,0.0%,0.1%,6334,0,6334,0.2%,0.0%,0.3%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
autovest llc,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
first portfolio ventuers i llc,1,0,1,0.0%,0.0%,0.1%,2446,0,2446,0.1%,0.0%,0.1%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
comenity bank,1,0,1,0.0%,0.0%,0.1%,3600,0,3600,0.1%,0.0%,0.2%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
unify financial credit union successor to western federal credit union,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
jeffers ii thomas l.,1,0,1,0.0%,0.0%,0.1%,8739,0,8739,0.2%,0.0%,0.4%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
mercedes-benz financial services usa llc,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
cavalry spv i llc as assignee of comenity bank,1,0,1,0.0%,0.0%,0.1%,1586,0,1586,0.0%,0.0%,0.1%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
mallor grodner llp,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
midwest carpenters & millwrights fcu,1,0,1,0.0%,0.0%,0.1%,4339,0,4339,0.1%,0.0%,0.2%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
bank of america n.a,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
energy plus credit union,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
crescent bank and trust.,1,0,1,0.0%,0.0%,0.1%,5380,0,5380,0.2%,0.0%,0.2%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
citizens bank,1,0,1,0.0%,0.0%,0.1%,9311,0,9311,0.3%,0.0%,0.4%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
aerc waterstone llc,1,0,1,0.0%,0.0%,0.1%,5284,0,5284,0.2%,0.0%,0.2%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
abbott laboratories inc,1,0,1,0.0%,0.0%,0.1%,14516,0,14516,0.4%,0.0%,0.6%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
ford motor credit company llc,1,0,1,0.0%,0.0%,0.1%,13461,0,13461,0.4%,0.0%,0.6%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
bell graylon d,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
teachers credit union,1,0,1,0.0%,0.0%,0.1%,9136,0,9136,0.3%,0.0%,0.4%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
navy federal credit union,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
jeffers betty,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
national collegiate student loan trust 2005-3,1,0,1,0.0%,0.0%,0.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
jhpde finance 1 llc,1,1,0,0.0%,0.1%,0.0%,2929,2929,0,0.1%,0.3%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
hassler kondras & miller llp,1,1,0,0.0%,0.1%,0.0%,10394,10394,0,0.3%,0.9%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
cks prime investments llc,1,1,0,0.0%,0.1%,0.0%,6260,6260,0,0.2%,0.5%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
wilmington savings fund society fsb as trustee for upgrade vfn trust i,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
american credit acceptance,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
adlp investments llc series 1,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
wilmington savings fund society fsb,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
wsfs fsb as trustee for cvi sgp acquis. trust,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
discover bank c/o discover products,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
link federal credit union,1,1,0,0.0%,0.1%,0.0%,6099,6099,0,0.2%,0.5%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
ally financial,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
sullivan county community hosp.,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
hostetler concrete construction llc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
national collegiate student loan trust 2007-4,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
regional acceptance corp.,1,1,0,0.0%,0.1%,0.0%,10810,10810,0,0.3%,0.9%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
trellises apartments llc,1,1,0,0.0%,0.1%,0.0%,2635,2635,0,0.1%,0.2%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
world finance company of indianallc,1,1,0,0.0%,0.1%,0.0%,1784,1784,0,0.1%,0.2%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
goldman sach bank usa,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
jefferson capital systemsllc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
foursight capital llc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
dnf associates,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
dnf associaters llc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
us bank national association,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
genesis recovery services inc as assignee of uown,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
velocity investments llc as assignee of avant inc assignee of webbank,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
ritter kathy,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
toyota motor credit corporation,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
velocity investments llc assignee of lendingclub corporation assignee of webbank,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
cavalry spv i llc as assignee of department stores national bank,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
sefeco insurance company a/s/o pamela pahnke,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
cavalry spv i llc as assignee of capital one bank (usa) na,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
national collegiate student loan trust 2005-1,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
knepper ross,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
time investment companyinc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
reliable auto finance,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
2271 berne ave realty trust,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
john deere financial f.s.b. f/k/a fpc financial f.s.b.,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
jh cx liquidating trust,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
capital one na,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
baam financial inc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
wildman walter michael,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
1 st financial bank usa,1,1,0,0.0%,0.1%,0.0%,1207,1207,0,0.0%,0.1%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
founders insurance company a/s/o jeffery ellis,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
jkj financial services llc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
atlas collections inc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
fifth third bank na,1,1,0,0.0%,0.1%,0.0%,9795,9795,0,0.3%,0.9%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
woodco inc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
casey state bank,1,1,0,0.0%,0.1%,0.0%,8445,8445,0,0.2%,0.7%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
crescent bank and trust,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
swift transportation company of arizona llc,1,1,0,0.0%,0.1%,0.0%,2471,2471,0,0.1%,0.2%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
pyod llc,1,1,0,0.0%,0.1%,0.0%,1694,1694,0,0.0%,0.1%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
resurgent receivables llc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
state of indiana ex rel. indiana state personnel department,1,1,0,0.0%,0.1%,0.0%,15709,15709,0,0.4%,1.4%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
mr. guarantee roofing corp. d/b/a guarantee roofing,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
prestige financial services inc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
rlw accounts llc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
united leasing inc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
merchants acceptance corp.,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
the morris plan company of terre haute inc a/k/a the morris plan company,1,1,0,0.0%,0.1%,0.0%,25577,25577,0,0.7%,2.2%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
horizon bank,1,1,0,0.0%,0.1%,0.0%,24804,24804,0,0.7%,2.2%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
rose-hulman institute of technology,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
jh met subsidiary b liquidating trust assignee of jh portfolio .,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
redstone federal credit union,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
new city funding corp.,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
nc inc d/b/a niehaus lumber,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
hidden hills at oakdale,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
jobvite inc,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
advantageplus of indiana fcu,1,1,0,0.0%,0.1%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
